,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
17435,25528,Connecticut,US,2020-03-23,415.0,10.0
17436,25529,Connecticut,US,2020-03-24,618.0,12.0
17437,25530,Connecticut,US,2020-03-25,875.0,19.0
17438,25531,Connecticut,US,2020-03-26,1012.0,21.0
17439,25532,Connecticut,US,2020-03-27,1291.0,27.0
17440,25533,Connecticut,US,2020-03-28,1524.0,33.0
17441,25534,Connecticut,US,2020-03-29,1993.0,34.0
17442,25535,Connecticut,US,2020-03-30,2571.0,36.0
17443,25536,Connecticut,US,2020-03-31,3128.0,69.0
17444,25537,Connecticut,US,2020-04-01,3557.0,85.0
17445,25538,Connecticut,US,2020-04-02,3824.0,112.0
17446,25539,Connecticut,US,2020-04-03,4914.0,131.0
17447,25574,Delaware,US,2020-01-22,0.0,0.0
17448,25575,Delaware,US,2020-01-23,0.0,0.0
17449,25576,Delaware,US,2020-01-24,0.0,0.0
17450,25577,Delaware,US,2020-01-25,0.0,0.0
17451,25578,Delaware,US,2020-01-26,0.0,0.0
17452,25579,Delaware,US,2020-01-27,0.0,0.0
17453,25580,Delaware,US,2020-01-28,0.0,0.0
17454,25581,Delaware,US,2020-01-29,0.0,0.0
17455,25582,Delaware,US,2020-01-30,0.0,0.0
17456,25583,Delaware,US,2020-01-31,0.0,0.0
17457,25584,Delaware,US,2020-02-01,0.0,0.0
17458,25585,Delaware,US,2020-02-02,0.0,0.0
17459,25586,Delaware,US,2020-02-03,0.0,0.0
17460,25587,Delaware,US,2020-02-04,0.0,0.0
17461,25588,Delaware,US,2020-02-05,0.0,0.0
17462,25589,Delaware,US,2020-02-06,0.0,0.0
17463,25590,Delaware,US,2020-02-07,0.0,0.0
17464,25591,Delaware,US,2020-02-08,0.0,0.0
17465,25592,Delaware,US,2020-02-09,0.0,0.0
17466,25593,Delaware,US,2020-02-10,0.0,0.0
17467,25594,Delaware,US,2020-02-11,0.0,0.0
17468,25595,Delaware,US,2020-02-12,0.0,0.0
17469,25596,Delaware,US,2020-02-13,0.0,0.0
17470,25597,Delaware,US,2020-02-14,0.0,0.0
17471,25598,Delaware,US,2020-02-15,0.0,0.0
17472,25599,Delaware,US,2020-02-16,0.0,0.0
17473,25600,Delaware,US,2020-02-17,0.0,0.0
17474,25601,Delaware,US,2020-02-18,0.0,0.0
17475,25602,Delaware,US,2020-02-19,0.0,0.0
17476,25603,Delaware,US,2020-02-20,0.0,0.0
17477,25604,Delaware,US,2020-02-21,0.0,0.0
17478,25605,Delaware,US,2020-02-22,0.0,0.0
17479,25606,Delaware,US,2020-02-23,0.0,0.0
17480,25607,Delaware,US,2020-02-24,0.0,0.0
17481,25608,Delaware,US,2020-02-25,0.0,0.0
17482,25609,Delaware,US,2020-02-26,0.0,0.0
17483,25610,Delaware,US,2020-02-27,0.0,0.0
17484,25611,Delaware,US,2020-02-28,0.0,0.0
17485,25612,Delaware,US,2020-02-29,0.0,0.0
17486,25613,Delaware,US,2020-03-01,0.0,0.0
17487,25614,Delaware,US,2020-03-02,0.0,0.0
17488,25615,Delaware,US,2020-03-03,0.0,0.0
17489,25616,Delaware,US,2020-03-04,0.0,0.0
17490,25617,Delaware,US,2020-03-05,0.0,0.0
17491,25618,Delaware,US,2020-03-06,0.0,0.0
17492,25619,Delaware,US,2020-03-07,0.0,0.0
17493,25620,Delaware,US,2020-03-08,0.0,0.0
17494,25621,Delaware,US,2020-03-09,0.0,0.0
17495,25622,Delaware,US,2020-03-10,0.0,0.0
17496,25623,Delaware,US,2020-03-11,1.0,0.0
17497,25624,Delaware,US,2020-03-12,1.0,0.0
17498,25625,Delaware,US,2020-03-13,4.0,0.0
17499,25626,Delaware,US,2020-03-14,6.0,0.0
17500,25627,Delaware,US,2020-03-15,7.0,0.0
17501,25628,Delaware,US,2020-03-16,8.0,0.0
17502,25629,Delaware,US,2020-03-17,16.0,0.0
17503,25630,Delaware,US,2020-03-18,19.0,0.0
17504,25631,Delaware,US,2020-03-19,30.0,0.0
17505,25632,Delaware,US,2020-03-20,38.0,0.0
17506,25633,Delaware,US,2020-03-21,45.0,0.0
17507,25634,Delaware,US,2020-03-22,56.0,0.0
17508,25635,Delaware,US,2020-03-23,68.0,0.0
17509,25636,Delaware,US,2020-03-24,104.0,0.0
17510,25637,Delaware,US,2020-03-25,119.0,0.0
17511,25638,Delaware,US,2020-03-26,130.0,1.0
17512,25639,Delaware,US,2020-03-27,163.0,2.0
17513,25640,Delaware,US,2020-03-28,214.0,5.0
17514,25641,Delaware,US,2020-03-29,232.0,6.0
17515,25642,Delaware,US,2020-03-30,264.0,6.0
17516,25643,Delaware,US,2020-03-31,319.0,10.0
17517,25644,Delaware,US,2020-04-01,368.0,11.0
17518,25645,Delaware,US,2020-04-02,393.0,12.0
17519,25646,Delaware,US,2020-04-03,450.0,14.0
17520,25681,District of Columbia,US,2020-01-22,0.0,0.0
17521,25682,District of Columbia,US,2020-01-23,0.0,0.0
17522,25683,District of Columbia,US,2020-01-24,0.0,0.0
17523,25684,District of Columbia,US,2020-01-25,0.0,0.0
17524,25685,District of Columbia,US,2020-01-26,0.0,0.0
17525,25686,District of Columbia,US,2020-01-27,0.0,0.0
17526,25687,District of Columbia,US,2020-01-28,0.0,0.0
17527,25688,District of Columbia,US,2020-01-29,0.0,0.0
17528,25689,District of Columbia,US,2020-01-30,0.0,0.0
17529,25690,District of Columbia,US,2020-01-31,0.0,0.0
17530,25691,District of Columbia,US,2020-02-01,0.0,0.0
17531,25692,District of Columbia,US,2020-02-02,0.0,0.0
17532,25693,District of Columbia,US,2020-02-03,0.0,0.0
17533,25694,District of Columbia,US,2020-02-04,0.0,0.0
17534,25695,District of Columbia,US,2020-02-05,0.0,0.0
17535,25696,District of Columbia,US,2020-02-06,0.0,0.0
17536,25697,District of Columbia,US,2020-02-07,0.0,0.0
17537,25698,District of Columbia,US,2020-02-08,0.0,0.0
17538,25699,District of Columbia,US,2020-02-09,0.0,0.0
17539,25700,District of Columbia,US,2020-02-10,0.0,0.0
17540,25701,District of Columbia,US,2020-02-11,0.0,0.0
17541,25702,District of Columbia,US,2020-02-12,0.0,0.0
17542,25703,District of Columbia,US,2020-02-13,0.0,0.0
17543,25704,District of Columbia,US,2020-02-14,0.0,0.0
17544,25705,District of Columbia,US,2020-02-15,0.0,0.0
17545,25706,District of Columbia,US,2020-02-16,0.0,0.0
17546,25707,District of Columbia,US,2020-02-17,0.0,0.0
17547,25708,District of Columbia,US,2020-02-18,0.0,0.0
17548,25709,District of Columbia,US,2020-02-19,0.0,0.0
17549,25710,District of Columbia,US,2020-02-20,0.0,0.0
17550,25711,District of Columbia,US,2020-02-21,0.0,0.0
17551,25712,District of Columbia,US,2020-02-22,0.0,0.0
17552,25713,District of Columbia,US,2020-02-23,0.0,0.0
17553,25714,District of Columbia,US,2020-02-24,0.0,0.0
17554,25715,District of Columbia,US,2020-02-25,0.0,0.0
17555,25716,District of Columbia,US,2020-02-26,0.0,0.0
17556,25717,District of Columbia,US,2020-02-27,0.0,0.0
17557,25718,District of Columbia,US,2020-02-28,0.0,0.0
17558,25719,District of Columbia,US,2020-02-29,0.0,0.0
17559,25720,District of Columbia,US,2020-03-01,0.0,0.0
17560,25721,District of Columbia,US,2020-03-02,0.0,0.0
17561,25722,District of Columbia,US,2020-03-03,0.0,0.0
17562,25723,District of Columbia,US,2020-03-04,0.0,0.0
17563,25724,District of Columbia,US,2020-03-05,0.0,0.0
17564,25725,District of Columbia,US,2020-03-06,0.0,0.0
17565,25726,District of Columbia,US,2020-03-07,0.0,0.0
17566,25727,District of Columbia,US,2020-03-08,0.0,0.0
17567,25728,District of Columbia,US,2020-03-09,0.0,0.0
17568,25729,District of Columbia,US,2020-03-10,5.0,0.0
17569,25730,District of Columbia,US,2020-03-11,10.0,0.0
17570,25731,District of Columbia,US,2020-03-12,10.0,0.0
17571,25732,District of Columbia,US,2020-03-13,10.0,0.0
17572,25733,District of Columbia,US,2020-03-14,10.0,0.0
17573,25734,District of Columbia,US,2020-03-15,16.0,0.0
17574,25735,District of Columbia,US,2020-03-16,22.0,0.0
17575,25736,District of Columbia,US,2020-03-17,22.0,0.0
17576,25737,District of Columbia,US,2020-03-18,31.0,0.0
17577,25738,District of Columbia,US,2020-03-19,40.0,0.0
17578,25739,District of Columbia,US,2020-03-20,71.0,1.0
17579,25740,District of Columbia,US,2020-03-21,77.0,1.0
17580,25741,District of Columbia,US,2020-03-22,102.0,2.0
17581,25742,District of Columbia,US,2020-03-23,120.0,2.0
17582,25743,District of Columbia,US,2020-03-24,141.0,2.0
17583,25744,District of Columbia,US,2020-03-25,187.0,2.0
17584,25745,District of Columbia,US,2020-03-26,231.0,3.0
17585,25746,District of Columbia,US,2020-03-27,271.0,3.0
17586,25747,District of Columbia,US,2020-03-28,304.0,4.0
17587,25748,District of Columbia,US,2020-03-29,342.0,5.0
17588,25749,District of Columbia,US,2020-03-30,401.0,9.0
17589,25750,District of Columbia,US,2020-03-31,495.0,9.0
17590,25751,District of Columbia,US,2020-04-01,586.0,9.0
17591,25752,District of Columbia,US,2020-04-02,653.0,12.0
17592,25753,District of Columbia,US,2020-04-03,757.0,15.0
17593,25788,Florida,US,2020-01-22,0.0,0.0
17594,25789,Florida,US,2020-01-23,0.0,0.0
17595,25790,Florida,US,2020-01-24,0.0,0.0
17596,25791,Florida,US,2020-01-25,0.0,0.0
17597,25792,Florida,US,2020-01-26,0.0,0.0
17598,25793,Florida,US,2020-01-27,0.0,0.0
17599,25794,Florida,US,2020-01-28,0.0,0.0
17600,25795,Florida,US,2020-01-29,0.0,0.0
17601,25796,Florida,US,2020-01-30,0.0,0.0
17602,25797,Florida,US,2020-01-31,0.0,0.0
17603,25798,Florida,US,2020-02-01,0.0,0.0
17604,25799,Florida,US,2020-02-02,0.0,0.0
17605,25800,Florida,US,2020-02-03,0.0,0.0
17606,25801,Florida,US,2020-02-04,0.0,0.0
17607,25802,Florida,US,2020-02-05,0.0,0.0
17608,25803,Florida,US,2020-02-06,0.0,0.0
17609,25804,Florida,US,2020-02-07,0.0,0.0
17610,25805,Florida,US,2020-02-08,0.0,0.0
17611,25806,Florida,US,2020-02-09,0.0,0.0
17612,25807,Florida,US,2020-02-10,0.0,0.0
17613,25808,Florida,US,2020-02-11,0.0,0.0
17614,25809,Florida,US,2020-02-12,0.0,0.0
17615,25810,Florida,US,2020-02-13,0.0,0.0
17616,25811,Florida,US,2020-02-14,0.0,0.0
17617,25812,Florida,US,2020-02-15,0.0,0.0
17618,25813,Florida,US,2020-02-16,0.0,0.0
17619,25814,Florida,US,2020-02-17,0.0,0.0
17620,25815,Florida,US,2020-02-18,0.0,0.0
17621,25816,Florida,US,2020-02-19,0.0,0.0
17622,25817,Florida,US,2020-02-20,0.0,0.0
17623,25818,Florida,US,2020-02-21,0.0,0.0
17624,25819,Florida,US,2020-02-22,0.0,0.0
17625,25820,Florida,US,2020-02-23,0.0,0.0
17626,25821,Florida,US,2020-02-24,0.0,0.0
17627,25822,Florida,US,2020-02-25,0.0,0.0
17628,25823,Florida,US,2020-02-26,0.0,0.0
17629,25824,Florida,US,2020-02-27,0.0,0.0
17630,25825,Florida,US,2020-02-28,0.0,0.0
17631,25826,Florida,US,2020-02-29,0.0,0.0
17632,25827,Florida,US,2020-03-01,0.0,0.0
17633,25828,Florida,US,2020-03-02,0.0,0.0
17634,25829,Florida,US,2020-03-03,0.0,0.0
17635,25830,Florida,US,2020-03-04,0.0,0.0
17636,25831,Florida,US,2020-03-05,0.0,0.0
17637,25832,Florida,US,2020-03-06,0.0,0.0
17638,25833,Florida,US,2020-03-07,0.0,0.0
17639,25834,Florida,US,2020-03-08,0.0,0.0
17640,25835,Florida,US,2020-03-09,0.0,0.0
17641,25836,Florida,US,2020-03-10,15.0,2.0
17642,25837,Florida,US,2020-03-11,28.0,2.0
17643,25838,Florida,US,2020-03-12,35.0,2.0
17644,25839,Florida,US,2020-03-13,50.0,2.0
17645,25840,Florida,US,2020-03-14,76.0,3.0
17646,25841,Florida,US,2020-03-15,115.0,4.0
17647,25842,Florida,US,2020-03-16,155.0,5.0
17648,25843,Florida,US,2020-03-17,216.0,6.0
17649,25844,Florida,US,2020-03-18,314.0,7.0
17650,25845,Florida,US,2020-03-19,417.0,9.0
17651,25846,Florida,US,2020-03-20,563.0,10.0
17652,25847,Florida,US,2020-03-21,659.0,13.0
17653,25848,Florida,US,2020-03-22,1004.0,13.0
17654,25849,Florida,US,2020-03-23,1227.0,18.0
17655,25850,Florida,US,2020-03-24,1412.0,18.0
17656,25851,Florida,US,2020-03-25,1682.0,23.0
17657,25852,Florida,US,2020-03-26,2357.0,29.0
17658,25853,Florida,US,2020-03-27,2900.0,35.0
17659,25854,Florida,US,2020-03-28,3763.0,54.0
17660,25855,Florida,US,2020-03-29,4246.0,56.0
17661,25856,Florida,US,2020-03-30,5473.0,63.0
17662,25857,Florida,US,2020-03-31,6741.0,85.0
17663,25858,Florida,US,2020-04-01,6956.0,87.0
17664,25859,Florida,US,2020-04-02,9008.0,164.0
17665,25860,Florida,US,2020-04-03,10268.0,170.0
17666,25895,Georgia,US,2020-01-22,0.0,0.0
17667,25896,Georgia,US,2020-01-23,0.0,0.0
17668,25897,Georgia,US,2020-01-24,0.0,0.0
17669,25898,Georgia,US,2020-01-25,0.0,0.0
17670,25899,Georgia,US,2020-01-26,0.0,0.0
17671,25900,Georgia,US,2020-01-27,0.0,0.0
17672,25901,Georgia,US,2020-01-28,0.0,0.0
17673,25902,Georgia,US,2020-01-29,0.0,0.0
17674,25903,Georgia,US,2020-01-30,0.0,0.0
17675,25904,Georgia,US,2020-01-31,0.0,0.0
17676,25905,Georgia,US,2020-02-01,0.0,0.0
17677,25906,Georgia,US,2020-02-02,0.0,0.0
17678,25907,Georgia,US,2020-02-03,0.0,0.0
17679,25908,Georgia,US,2020-02-04,0.0,0.0
17680,25909,Georgia,US,2020-02-05,0.0,0.0
17681,25910,Georgia,US,2020-02-06,0.0,0.0
17682,25911,Georgia,US,2020-02-07,0.0,0.0
17683,25912,Georgia,US,2020-02-08,0.0,0.0
17684,25913,Georgia,US,2020-02-09,0.0,0.0
17685,25914,Georgia,US,2020-02-10,0.0,0.0
17686,25915,Georgia,US,2020-02-11,0.0,0.0
17687,25916,Georgia,US,2020-02-12,0.0,0.0
17688,25917,Georgia,US,2020-02-13,0.0,0.0
17689,25918,Georgia,US,2020-02-14,0.0,0.0
17690,25919,Georgia,US,2020-02-15,0.0,0.0
17691,25920,Georgia,US,2020-02-16,0.0,0.0
17692,25921,Georgia,US,2020-02-17,0.0,0.0
17693,25922,Georgia,US,2020-02-18,0.0,0.0
17694,25923,Georgia,US,2020-02-19,0.0,0.0
17695,25924,Georgia,US,2020-02-20,0.0,0.0
17696,25925,Georgia,US,2020-02-21,0.0,0.0
17697,25926,Georgia,US,2020-02-22,0.0,0.0
17698,25927,Georgia,US,2020-02-23,0.0,0.0
17699,25928,Georgia,US,2020-02-24,0.0,0.0
17700,25929,Georgia,US,2020-02-25,0.0,0.0
17701,25930,Georgia,US,2020-02-26,0.0,0.0
17702,25931,Georgia,US,2020-02-27,0.0,0.0
17703,25932,Georgia,US,2020-02-28,0.0,0.0
17704,25933,Georgia,US,2020-02-29,0.0,0.0
17705,25934,Georgia,US,2020-03-01,0.0,0.0
17706,25935,Georgia,US,2020-03-02,0.0,0.0
17707,25936,Georgia,US,2020-03-03,0.0,0.0
17708,25937,Georgia,US,2020-03-04,0.0,0.0
17709,25938,Georgia,US,2020-03-05,0.0,0.0
17710,25939,Georgia,US,2020-03-06,0.0,0.0
17711,25940,Georgia,US,2020-03-07,0.0,0.0
17712,25941,Georgia,US,2020-03-08,0.0,0.0
17713,25942,Georgia,US,2020-03-09,0.0,0.0
17714,25943,Georgia,US,2020-03-10,17.0,0.0
17715,25944,Georgia,US,2020-03-11,23.0,0.0
17716,25945,Georgia,US,2020-03-12,31.0,1.0
17717,25946,Georgia,US,2020-03-13,42.0,1.0
17718,25947,Georgia,US,2020-03-14,66.0,1.0
17719,25948,Georgia,US,2020-03-15,99.0,1.0
17720,25949,Georgia,US,2020-03-16,121.0,1.0
17721,25950,Georgia,US,2020-03-17,146.0,1.0
17722,25951,Georgia,US,2020-03-18,199.0,3.0
17723,25952,Georgia,US,2020-03-19,287.0,10.0
17724,25953,Georgia,US,2020-03-20,420.0,13.0
17725,25954,Georgia,US,2020-03-21,507.0,14.0
17726,25955,Georgia,US,2020-03-22,621.0,25.0
17727,25956,Georgia,US,2020-03-23,772.0,25.0
17728,25957,Georgia,US,2020-03-24,1026.0,32.0
17729,25958,Georgia,US,2020-03-25,1247.0,40.0
17730,25959,Georgia,US,2020-03-26,1525.0,48.0
17731,25960,Georgia,US,2020-03-27,2000.0,64.0
17732,25961,Georgia,US,2020-03-28,2366.0,69.0
17733,25962,Georgia,US,2020-03-29,2651.0,80.0
17734,25963,Georgia,US,2020-03-30,2808.0,87.0
17735,25964,Georgia,US,2020-03-31,3929.0,111.0
17736,25965,Georgia,US,2020-04-01,4638.0,139.0
17737,25966,Georgia,US,2020-04-02,5348.0,163.0
17738,25967,Georgia,US,2020-04-03,5831.0,184.0
17739,26002,Guam,US,2020-01-22,0.0,0.0
17740,26003,Guam,US,2020-01-23,0.0,0.0
17741,26004,Guam,US,2020-01-24,0.0,0.0
17742,26005,Guam,US,2020-01-25,0.0,0.0
17743,26006,Guam,US,2020-01-26,0.0,0.0
17744,26007,Guam,US,2020-01-27,0.0,0.0
17745,26008,Guam,US,2020-01-28,0.0,0.0
17746,26009,Guam,US,2020-01-29,0.0,0.0
17747,26010,Guam,US,2020-01-30,0.0,0.0
17748,26011,Guam,US,2020-01-31,0.0,0.0
17749,26012,Guam,US,2020-02-01,0.0,0.0
17750,26013,Guam,US,2020-02-02,0.0,0.0
17751,26014,Guam,US,2020-02-03,0.0,0.0
17752,26015,Guam,US,2020-02-04,0.0,0.0
17753,26016,Guam,US,2020-02-05,0.0,0.0
17754,26017,Guam,US,2020-02-06,0.0,0.0
17755,26018,Guam,US,2020-02-07,0.0,0.0
17756,26019,Guam,US,2020-02-08,0.0,0.0
17757,26020,Guam,US,2020-02-09,0.0,0.0
17758,26021,Guam,US,2020-02-10,0.0,0.0
17759,26022,Guam,US,2020-02-11,0.0,0.0
17760,26023,Guam,US,2020-02-12,0.0,0.0
17761,26024,Guam,US,2020-02-13,0.0,0.0
17762,26025,Guam,US,2020-02-14,0.0,0.0
17763,26026,Guam,US,2020-02-15,0.0,0.0
17764,26027,Guam,US,2020-02-16,0.0,0.0
17765,26028,Guam,US,2020-02-17,0.0,0.0
17766,26029,Guam,US,2020-02-18,0.0,0.0
17767,26030,Guam,US,2020-02-19,0.0,0.0
17768,26031,Guam,US,2020-02-20,0.0,0.0
17769,26032,Guam,US,2020-02-21,0.0,0.0
17770,26033,Guam,US,2020-02-22,0.0,0.0
17771,26034,Guam,US,2020-02-23,0.0,0.0
17772,26035,Guam,US,2020-02-24,0.0,0.0
17773,26036,Guam,US,2020-02-25,0.0,0.0
17774,26037,Guam,US,2020-02-26,0.0,0.0
17775,26038,Guam,US,2020-02-27,0.0,0.0
17776,26039,Guam,US,2020-02-28,0.0,0.0
17777,26040,Guam,US,2020-02-29,0.0,0.0
17778,26041,Guam,US,2020-03-01,0.0,0.0
17779,26042,Guam,US,2020-03-02,0.0,0.0
17780,26043,Guam,US,2020-03-03,0.0,0.0
17781,26044,Guam,US,2020-03-04,0.0,0.0
17782,26045,Guam,US,2020-03-05,0.0,0.0
17783,26046,Guam,US,2020-03-06,0.0,0.0
17784,26047,Guam,US,2020-03-07,0.0,0.0
17785,26048,Guam,US,2020-03-08,0.0,0.0
17786,26049,Guam,US,2020-03-09,0.0,0.0
17787,26050,Guam,US,2020-03-10,0.0,0.0
17788,26051,Guam,US,2020-03-11,0.0,0.0
17789,26052,Guam,US,2020-03-12,0.0,0.0
17790,26053,Guam,US,2020-03-13,0.0,0.0
17791,26054,Guam,US,2020-03-14,0.0,0.0
17792,26055,Guam,US,2020-03-15,3.0,0.0
17793,26056,Guam,US,2020-03-16,3.0,0.0
17794,26057,Guam,US,2020-03-17,3.0,0.0
17795,26058,Guam,US,2020-03-18,5.0,0.0
17796,26059,Guam,US,2020-03-19,12.0,0.0
17797,26060,Guam,US,2020-03-20,14.0,0.0
17798,26061,Guam,US,2020-03-21,15.0,0.0
17799,26062,Guam,US,2020-03-22,27.0,1.0
17800,26063,Guam,US,2020-03-23,29.0,1.0
17801,26064,Guam,US,2020-03-24,32.0,1.0
17802,26065,Guam,US,2020-03-25,37.0,1.0
17803,26066,Guam,US,2020-03-26,45.0,1.0
17804,26067,Guam,US,2020-03-27,51.0,1.0
17805,26068,Guam,US,2020-03-28,55.0,1.0
17806,26069,Guam,US,2020-03-29,56.0,1.0
17807,26070,Guam,US,2020-03-30,58.0,1.0
17808,26071,Guam,US,2020-03-31,69.0,2.0
17809,26072,Guam,US,2020-04-01,77.0,3.0
17810,26073,Guam,US,2020-04-02,82.0,3.0
17811,26074,Guam,US,2020-04-03,84.0,4.0
17812,26109,Hawaii,US,2020-01-22,0.0,0.0
17813,26110,Hawaii,US,2020-01-23,0.0,0.0
17814,26111,Hawaii,US,2020-01-24,0.0,0.0
17815,26112,Hawaii,US,2020-01-25,0.0,0.0
17816,26113,Hawaii,US,2020-01-26,0.0,0.0
17817,26114,Hawaii,US,2020-01-27,0.0,0.0
17818,26115,Hawaii,US,2020-01-28,0.0,0.0
17819,26116,Hawaii,US,2020-01-29,0.0,0.0
17820,26117,Hawaii,US,2020-01-30,0.0,0.0
17821,26118,Hawaii,US,2020-01-31,0.0,0.0
17822,26119,Hawaii,US,2020-02-01,0.0,0.0
17823,26120,Hawaii,US,2020-02-02,0.0,0.0
17824,26121,Hawaii,US,2020-02-03,0.0,0.0
17825,26122,Hawaii,US,2020-02-04,0.0,0.0
17826,26123,Hawaii,US,2020-02-05,0.0,0.0
17827,26124,Hawaii,US,2020-02-06,0.0,0.0
17828,26125,Hawaii,US,2020-02-07,0.0,0.0
17829,26126,Hawaii,US,2020-02-08,0.0,0.0
17830,26127,Hawaii,US,2020-02-09,0.0,0.0
17831,26128,Hawaii,US,2020-02-10,0.0,0.0
17832,26129,Hawaii,US,2020-02-11,0.0,0.0
17833,26130,Hawaii,US,2020-02-12,0.0,0.0
17834,26131,Hawaii,US,2020-02-13,0.0,0.0
17835,26132,Hawaii,US,2020-02-14,0.0,0.0
17836,26133,Hawaii,US,2020-02-15,0.0,0.0
17837,26134,Hawaii,US,2020-02-16,0.0,0.0
17838,26135,Hawaii,US,2020-02-17,0.0,0.0
17839,26136,Hawaii,US,2020-02-18,0.0,0.0
17840,26137,Hawaii,US,2020-02-19,0.0,0.0
17841,26138,Hawaii,US,2020-02-20,0.0,0.0
17842,26139,Hawaii,US,2020-02-21,0.0,0.0
17843,26140,Hawaii,US,2020-02-22,0.0,0.0
17844,26141,Hawaii,US,2020-02-23,0.0,0.0
17845,26142,Hawaii,US,2020-02-24,0.0,0.0
17846,26143,Hawaii,US,2020-02-25,0.0,0.0
17847,26144,Hawaii,US,2020-02-26,0.0,0.0
17848,26145,Hawaii,US,2020-02-27,0.0,0.0
17849,26146,Hawaii,US,2020-02-28,0.0,0.0
17850,26147,Hawaii,US,2020-02-29,0.0,0.0
17851,26148,Hawaii,US,2020-03-01,0.0,0.0
17852,26149,Hawaii,US,2020-03-02,0.0,0.0
17853,26150,Hawaii,US,2020-03-03,0.0,0.0
17854,26151,Hawaii,US,2020-03-04,0.0,0.0
17855,26152,Hawaii,US,2020-03-05,0.0,0.0
17856,26153,Hawaii,US,2020-03-06,0.0,0.0
17857,26154,Hawaii,US,2020-03-07,0.0,0.0
17858,26155,Hawaii,US,2020-03-08,0.0,0.0
17859,26156,Hawaii,US,2020-03-09,0.0,0.0
17860,26157,Hawaii,US,2020-03-10,2.0,0.0
17861,26158,Hawaii,US,2020-03-11,2.0,0.0
17862,26159,Hawaii,US,2020-03-12,2.0,0.0
17863,26160,Hawaii,US,2020-03-13,2.0,0.0
17864,26161,Hawaii,US,2020-03-14,4.0,0.0
17865,26162,Hawaii,US,2020-03-15,6.0,0.0
17866,26163,Hawaii,US,2020-03-16,7.0,0.0
17867,26164,Hawaii,US,2020-03-17,10.0,0.0
17868,26165,Hawaii,US,2020-03-18,14.0,0.0
17869,26166,Hawaii,US,2020-03-19,16.0,0.0
17870,26167,Hawaii,US,2020-03-20,26.0,0.0
17871,26168,Hawaii,US,2020-03-21,37.0,0.0
17872,26169,Hawaii,US,2020-03-22,53.0,0.0
17873,26170,Hawaii,US,2020-03-23,56.0,0.0
17874,26171,Hawaii,US,2020-03-24,90.0,1.0
17875,26172,Hawaii,US,2020-03-25,91.0,0.0
17876,26173,Hawaii,US,2020-03-26,95.0,0.0
17877,26174,Hawaii,US,2020-03-27,106.0,0.0
17878,26175,Hawaii,US,2020-03-28,149.0,0.0
17879,26176,Hawaii,US,2020-03-29,149.0,0.0
17880,26177,Hawaii,US,2020-03-30,175.0,0.0
17881,26178,Hawaii,US,2020-03-31,204.0,0.0
17882,26179,Hawaii,US,2020-04-01,224.0,1.0
17883,26180,Hawaii,US,2020-04-02,256.0,1.0
17884,26181,Hawaii,US,2020-04-03,319.0,3.0
17885,26216,Idaho,US,2020-01-22,0.0,0.0
17886,26217,Idaho,US,2020-01-23,0.0,0.0
17887,26218,Idaho,US,2020-01-24,0.0,0.0
17888,26219,Idaho,US,2020-01-25,0.0,0.0
17889,26220,Idaho,US,2020-01-26,0.0,0.0
17890,26221,Idaho,US,2020-01-27,0.0,0.0
17891,26222,Idaho,US,2020-01-28,0.0,0.0
17892,26223,Idaho,US,2020-01-29,0.0,0.0
17893,26224,Idaho,US,2020-01-30,0.0,0.0
17894,26225,Idaho,US,2020-01-31,0.0,0.0
17895,26226,Idaho,US,2020-02-01,0.0,0.0
17896,26227,Idaho,US,2020-02-02,0.0,0.0
17897,26228,Idaho,US,2020-02-03,0.0,0.0
17898,26229,Idaho,US,2020-02-04,0.0,0.0
17899,26230,Idaho,US,2020-02-05,0.0,0.0
17900,26231,Idaho,US,2020-02-06,0.0,0.0
17901,26232,Idaho,US,2020-02-07,0.0,0.0
17902,26233,Idaho,US,2020-02-08,0.0,0.0
17903,26234,Idaho,US,2020-02-09,0.0,0.0
17904,26235,Idaho,US,2020-02-10,0.0,0.0
17905,26236,Idaho,US,2020-02-11,0.0,0.0
17906,26237,Idaho,US,2020-02-12,0.0,0.0
17907,26238,Idaho,US,2020-02-13,0.0,0.0
17908,26239,Idaho,US,2020-02-14,0.0,0.0
17909,26240,Idaho,US,2020-02-15,0.0,0.0
17910,26241,Idaho,US,2020-02-16,0.0,0.0
17911,26242,Idaho,US,2020-02-17,0.0,0.0
17912,26243,Idaho,US,2020-02-18,0.0,0.0
17913,26244,Idaho,US,2020-02-19,0.0,0.0
17914,26245,Idaho,US,2020-02-20,0.0,0.0
17915,26246,Idaho,US,2020-02-21,0.0,0.0
17916,26247,Idaho,US,2020-02-22,0.0,0.0
17917,26248,Idaho,US,2020-02-23,0.0,0.0
17918,26249,Idaho,US,2020-02-24,0.0,0.0
17919,26250,Idaho,US,2020-02-25,0.0,0.0
17920,26251,Idaho,US,2020-02-26,0.0,0.0
17921,26252,Idaho,US,2020-02-27,0.0,0.0
17922,26253,Idaho,US,2020-02-28,0.0,0.0
17923,26254,Idaho,US,2020-02-29,0.0,0.0
17924,26255,Idaho,US,2020-03-01,0.0,0.0
17925,26256,Idaho,US,2020-03-02,0.0,0.0
17926,26257,Idaho,US,2020-03-03,0.0,0.0
17927,26258,Idaho,US,2020-03-04,0.0,0.0
17928,26259,Idaho,US,2020-03-05,0.0,0.0
